smiles,expt,calc,atoms,bonds,charges
Cc1ccccc1C=O,-3.93,-4.554,"c3,ca,ca,ca,ca,ca,ca,c,o,hc,hc,hc,ha,ha,ha,ha,h4","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-14,5-6,5-15,6-7,6-16,7-8,8-9,8-17","-0.064800,-0.029300,-0.148000,-0.095000,-0.150000,-0.068000,-0.198600,0.573500,-0.531100,0.049700,0.049700,0.049700,0.135000,0.135000,0.138000,0.155000,-0.000800"
CC(=O)c1ccncc1,-7.62,-7.566,"c3,c,o,ca,ca,ca,nb,ca,ca,hc,hc,hc,ha,h4,h4,ha","1-2,1-10,1-11,1-12,2-3,2-4,4-5,4-9,5-6,5-13,6-7,6-14,7-8,8-9,8-15,9-16","-0.199100,0.573700,-0.523100,-0.137600,-0.202300,0.382700,-0.645001,0.382700,-0.202300,0.067367,0.067367,0.067367,0.156500,0.027600,0.027600,0.156500"
c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-3.71,-1.878,"ca,ca,ca,ca,ca,ca,cl,cl,os,ca,ca,ca,ca,ca,ca,cl,cl,cl,cl,os,ha,ha","1-2,1-6,1-21,2-3,2-20,3-4,3-9,4-5,4-22,5-6,5-8,6-7,9-10,10-11,10-15,11-12,11-20,12-13,12-19,13-14,13-18,14-15,14-17,15-16","-0.166300,0.217700,0.217700,-0.166300,0.020400,0.020400,-0.050400,-0.050400,-0.369800,0.231700,0.231700,-0.035900,0.021400,0.021400,-0.035900,-0.019400,-0.027400,-0.027400,-0.019400,-0.369800,0.178000,0.178000"
CC(=O)C,-3.8,-3.506,"c3,c,o,c3,hc,hc,hc,hc,hc,hc","1-2,1-5,1-6,1-7,2-3,2-4,4-8,4-9,4-10","-0.204100,0.561102,-0.531100,-0.204100,0.063033,0.063033,0.063033,0.063033,0.063033,0.063033"
CC(=C)C,1.16,2.327,"c3,c2,c2,c3,hc,hc,hc,ha,ha,hc,hc,hc","1-2,1-5,1-6,1-7,2-3,2-4,3-8,3-9,4-10,4-11,4-12","-0.061900,-0.115400,-0.227000,-0.061900,0.040700,0.040700,0.040700,0.111000,0.111000,0.040700,0.040700,0.040700"
c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl,-3.61,-0.922,"ca,ca,ca,cp,ca,ca,cl,cp,ca,ca,ca,ca,ca,cl,cl,cl,cl,ha,ha,ha,ha,ha","1-2,1-6,1-18,2-3,2-19,3-4,3-17,4-5,4-8,5-6,5-20,6-7,8-9,8-13,9-10,9-21,10-11,10-16,11-12,11-15,12-13,12-14,13-22","-0.110000,-0.118000,0.028400,-0.031000,-0.105000,0.015400,-0.079400,-0.027000,-0.099000,0.021400,0.022400,0.021400,-0.099000,-0.058900,-0.040400,-0.058900,-0.074400,0.156000,0.156000,0.158000,0.161000,0.161000"
CCCCC[N+](=O)[O-],-2.82,-1.325,"c3,c3,c3,c3,c3,no,o,o,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-18,5-19,6-7,6-8","-0.095100,-0.082400,-0.087400,-0.092400,-0.076700,0.228301,-0.212500,-0.212500,0.035033,0.035033,0.035033,0.042700,0.042700,0.053200,0.053200,0.072200,0.072200,0.094700,0.094700"
CCC/C=C/C=O,-3.68,-3.123,"c3,c3,c3,c2,ce,c,o,hc,hc,hc,hc,hc,hc,hc,ha,ha,h4","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,5-6,5-16,6-7,6-17","-0.095100,-0.079400,-0.064200,-0.089200,-0.282200,0.562101,-0.527100,0.035033,0.035033,0.035033,0.045200,0.045200,0.058200,0.058200,0.125000,0.148000,-0.009800"
CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-],-11.95,-10.036,"c3,n,c3,c,o,ca,ca,ca,ca,ca,ca,no,o,o,h1,h1,h1,h1,h1,h1,ha,ha,ha,ha","1-2,1-15,1-16,1-17,2-3,2-4,3-18,3-19,3-20,4-5,4-6,6-7,6-11,7-8,7-21,8-9,8-22,9-10,9-12,10-11,10-23,11-24,12-13,12-14","0.077800,-0.474800,0.077800,0.665700,-0.587100,-0.089600,-0.107000,-0.074000,-0.163200,-0.074000,-0.107000,0.311200,-0.204000,-0.204000,0.046700,0.046700,0.046700,0.046700,0.046700,0.046700,0.160500,0.175500,0.175500,0.160500"
C1CCOC1,-3.47,-2.201,"c5,c5,c5,os,c5,hc,hc,hc,hc,h1,h1,h1,h1","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,3-10,3-11,4-5,5-12,5-13","-0.106400,-0.106400,0.127400,-0.427600,0.127400,0.051700,0.051700,0.051700,0.051700,0.044700,0.044700,0.044700,0.044700"
CCCCCCCC,2.88,3.088,"c3,c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-18,5-19,6-7,6-20,6-21,7-8,7-22,7-23,8-24,8-25,8-26","-0.093099,-0.079400,-0.078400,-0.078400,-0.078400,-0.078400,-0.079400,-0.093099,0.032033,0.032033,0.032033,0.038200,0.038200,0.038700,0.038700,0.039700,0.039700,0.039700,0.039700,0.038700,0.038700,0.038200,0.038200,0.032033,0.032033,0.032033"
CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.25,-2.023,"c3,c3,c3,nh,c3,c3,c3,ca,ca,ca,ca,ca,ca,no,o,o,c3,f,f,f,no,o,o,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,hc,hc,ha,ha","1-2,1-24,1-25,1-26,2-3,2-27,2-28,3-4,3-29,3-30,4-5,4-8,5-6,5-31,5-32,6-7,6-33,6-34,7-35,7-36,7-37,8-9,8-13,9-10,9-21,10-11,10-38,11-12,11-17,12-13,12-39,13-14,14-15,14-16,17-18,17-19,17-20,21-22,21-23","-0.096600,-0.105900,0.209300,-0.724002,0.209300,-0.105900,-0.096600,0.303600,-0.198200,0.000000,-0.191300,0.000000,-0.198200,0.322200,-0.186500,-0.186500,0.697200,-0.225300,-0.225300,-0.225300,0.322200,-0.186500,-0.186500,0.037867,0.037867,0.037867,0.053200,0.053200,0.064700,0.064700,0.064700,0.064700,0.053200,0.053200,0.037867,0.037867,0.037867,0.188000,0.188000"
CC(=CCC[C@](C)(C=C)OC(=O)C)C,-2.49,-2.964,"c3,c2,c2,c3,c3,c3,c3,c2,c2,os,c,o,c3,c3,hc,hc,hc,ha,hc,hc,hc,hc,hc,hc,hc,ha,ha,ha,hc,hc,hc,hc,hc,hc","1-2,1-15,1-16,1-17,2-3,2-14,3-4,3-18,4-5,4-19,4-20,5-6,5-21,5-22,6-7,6-8,6-10,7-23,7-24,7-25,8-9,8-26,9-27,9-28,10-11,11-12,11-13,13-29,13-30,13-31,14-32,14-33,14-34","-0.056900,-0.126400,-0.172200,-0.053200,-0.085400,0.210000,-0.091100,-0.188200,-0.206000,-0.447900,0.642096,-0.553000,-0.153100,-0.056900,0.039867,0.039867,0.039867,0.118000,0.064200,0.064200,0.051700,0.051700,0.049367,0.049367,0.049367,0.151000,0.113500,0.113500,0.074367,0.074367,0.074367,0.039867,0.039867,0.039867"
C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],-4.29,-4.944,"c3,c3,c3,c3,os,no,o,o,os,no,o,o,hc,hc,hc,h1,hc,hc,h1,h1","1-2,1-13,1-14,1-15,2-3,2-9,2-16,3-4,3-17,3-18,4-5,4-19,4-20,5-6,6-7,6-8,9-10,10-11,10-12","-0.136100,0.157100,-0.115400,0.134400,-0.361000,0.389201,-0.177500,-0.177500,-0.347000,0.386200,-0.187000,-0.187000,0.065033,0.065033,0.065033,0.099700,0.084200,0.084200,0.079200,0.079200"
CC(C)OC(C)C,-0.53,-0.178,"c3,c3,c3,os,c3,c3,c3,hc,hc,hc,h1,hc,hc,hc,h1,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-4,2-11,3-12,3-13,3-14,4-5,5-6,5-7,5-15,6-16,6-17,6-18,7-19,7-20,7-21","-0.122600,0.146100,-0.122600,-0.425604,0.146100,-0.122600,-0.122600,0.041367,0.041367,0.041367,0.063700,0.041367,0.041367,0.041367,0.063700,0.041367,0.041367,0.041367,0.041367,0.041367,0.041367"
CCCCC(C)C,2.93,2.894,"c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,4-16,5-6,5-7,5-17,6-18,6-19,6-20,7-21,7-22,7-23","-0.094099,-0.079400,-0.078400,-0.075400,-0.068700,-0.089600,-0.089600,0.032033,0.032033,0.032033,0.038200,0.038200,0.039200,0.039200,0.040200,0.040200,0.047700,0.032700,0.032700,0.032700,0.032700,0.032700,0.032700"
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N(=O)=O,-5.22,-1.284,"ca,ca,ca,ca,ca,ca,cl,cl,cl,cl,cl,no,o,o","1-2,1-6,1-12,2-3,2-11,3-4,3-10,4-5,4-9,5-6,5-8,6-7,12-13,12-14","-0.145200,0.061400,0.015400,0.049400,0.015400,0.061400,-0.004400,-0.011400,-0.010400,-0.011400,-0.004400,0.320200,-0.168000,-0.168000"
[C@@H](C(F)(F)F)(Cl)Br,-0.11,0.206,"c3,c3,f,f,f,cl,br,h2","1-2,1-6,1-7,1-8,2-3,2-4,2-5","0.022100,0.637900,-0.218300,-0.218300,-0.218300,-0.076400,-0.059400,0.130700"
CCCCOCCCC,-0.83,0.139,"c3,c3,c3,c3,os,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,hc,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,6-7,6-19,6-20,7-8,7-21,7-22,8-9,8-23,8-24,9-25,9-26,9-27","-0.095100,-0.081400,-0.105400,0.128400,-0.425598,0.128400,-0.105400,-0.081400,-0.095100,0.032033,0.032033,0.032033,0.041700,0.041700,0.049200,0.049200,0.044200,0.044200,0.044200,0.044200,0.049200,0.049200,0.041700,0.041700,0.032033,0.032033,0.032033"
CCCCCC1CCCC1,2.55,2.381,"c3,c3,c3,c3,c3,c5,c5,c5,c5,c5,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-11,1-12,1-13,2-3,2-14,2-15,3-4,3-16,3-17,4-5,4-18,4-19,5-6,5-20,5-21,6-7,6-10,6-22,7-8,7-23,7-24,8-9,8-25,8-26,9-10,9-27,9-28,10-29,10-30","-0.092100,-0.079400,-0.081400,-0.073400,-0.067400,-0.060700,-0.079400,-0.078900,-0.078900,-0.079400,0.031700,0.031700,0.031700,0.038200,0.038200,0.042200,0.042200,0.037200,0.037200,0.036700,0.036700,0.040700,0.042700,0.042700,0.038950,0.038950,0.038950,0.038950,0.042700,0.042700"
CC(C)CC(C)C,2.83,2.756,"c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-4,2-11,3-12,3-13,3-14,4-5,4-15,4-16,5-6,5-7,5-17,6-18,6-19,6-20,7-21,7-22,7-23","-0.089600,-0.068700,-0.089600,-0.073400,-0.068700,-0.089600,-0.089600,0.032700,0.032700,0.032700,0.047700,0.032700,0.032700,0.032700,0.040700,0.040700,0.047700,0.032700,0.032700,0.032700,0.032700,0.032700,0.032700"
Cc1ccc(nc1)C,-4.72,-3.165,"c3,ca,ca,ca,ca,nb,ca,c3,hc,hc,hc,ha,ha,h4,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-7,3-4,3-12,4-5,4-13,5-6,5-8,6-7,7-14,8-15,8-16,8-17","-0.048800,-0.198600,-0.093000,-0.245300,0.406600,-0.663998,0.399200,-0.147400,0.046033,0.046033,0.046033,0.136000,0.141000,0.020100,0.052033,0.052033,0.052033"
C/C=C/C=O,-4.22,-3.341,"c3,c2,ce,c,o,hc,hc,hc,ha,ha,h4","1-2,1-6,1-7,1-8,2-3,2-9,3-4,3-10,4-5,4-11","-0.080900,-0.092200,-0.279200,0.560099,-0.526100,0.052367,0.052367,0.052367,0.122000,0.149000,-0.009800"
CCC[C@H](C)CC,2.71,2.81,"c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-6,4-15,5-16,5-17,5-18,6-7,6-19,6-20,7-21,7-22,7-23","-0.093600,-0.078400,-0.076400,-0.064700,-0.090100,-0.076400,-0.093600,0.032700,0.032700,0.032700,0.037200,0.037200,0.039200,0.039200,0.047700,0.033367,0.033367,0.033367,0.038200,0.038200,0.032700,0.032700,0.032700"
c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl,-1.96,-0.477,"ca,ca,ca,cp,ca,ca,cl,cp,ca,ca,ca,ca,ca,cl,cl,cl,cl,ha,ha,ha,ha,ha","1-2,1-6,1-18,2-3,2-19,3-4,3-17,4-5,4-8,5-6,5-7,6-20,8-9,8-13,9-10,9-16,10-11,10-21,11-12,11-15,12-13,12-22,13-14","-0.104000,-0.129000,0.049400,-0.037000,0.049400,-0.129000,-0.072400,-0.032000,0.055400,-0.127000,0.038400,-0.127000,0.055400,-0.064400,-0.073400,-0.064400,-0.072400,0.144000,0.153000,0.153000,0.167000,0.167000"
c1ccc(cc1)O[C@@H](C(F)F)F,-1.29,-3.043,"ca,ca,ca,ca,ca,ca,os,c3,c3,f,f,f,ha,ha,ha,ha,ha,h2,h2","1-2,1-6,1-13,2-3,2-14,3-4,3-15,4-5,4-7,5-6,5-16,6-17,7-8,8-9,8-12,8-18,9-10,9-11,9-19","-0.151000,-0.100500,-0.167000,0.101100,-0.167000,-0.100500,-0.346900,0.324400,0.352900,-0.229800,-0.229800,-0.218300,0.137000,0.138500,0.152000,0.152000,0.138500,0.118700,0.095700"
COCCOC,-4.84,-3.103,"c3,os,c3,c3,os,c3,h1,h1,h1,h1,h1,h1,h1,h1,h1,h1","1-2,1-7,1-8,1-9,2-3,3-4,3-10,3-11,4-5,4-12,4-13,5-6,6-14,6-15,6-16","0.112700,-0.424601,0.100400,0.100400,-0.424601,0.112700,0.035367,0.035367,0.035367,0.052700,0.052700,0.052700,0.052700,0.035367,0.035367,0.035367"
CC[C@H](C)c1ccccc1,-0.45,-0.22,"c3,c3,c3,c3,ca,ca,ca,ca,ca,ca,hc,hc,hc,hc,hc,hc,hc,hc,hc,ha,ha,ha,ha,ha","1-2,1-11,1-12,1-13,2-3,2-14,2-15,3-4,3-5,3-16,4-17,4-18,4-19,5-6,5-10,6-7,6-20,7-8,7-21,8-9,8-22,9-10,9-23,10-24","-0.095100,-0.071400,-0.021400,-0.089100,-0.070300,-0.128500,-0.129500,-0.132001,-0.129500,-0.128500,0.035367,0.035367,0.035367,0.039700,0.039700,0.048700,0.036700,0.036700,0.036700,0.131000,0.129500,0.130000,0.129500,0.131000"
c1ccc(cc1)CCCO,-6.92,-5.771,"ca,ca,ca,ca,ca,ca,c3,c3,c3,oh,ha,ha,ha,ha,ha,hc,hc,hc,hc,h1,h1,ho","1-2,1-6,1-11,2-3,2-12,3-4,3-13,4-5,4-7,5-6,5-14,6-15,7-8,7-16,7-17,8-9,8-18,8-19,9-10,9-20,9-21,10-22","-0.131000,-0.127000,-0.128000,-0.081300,-0.128000,-0.127000,-0.038100,-0.118400,0.124400,-0.601800,0.132000,0.132000,0.130000,0.130000,0.132000,0.046700,0.046700,0.056200,0.056200,0.049700,0.049700,0.395000"
CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-6.23,-5.378,"c3,c3,c3,c3,ca,ca,ca,ca,ca,ca,oh,no,o,o,no,o,o,hc,hc,hc,hc,hc,hc,hc,hc,hc,ha,ha,ho","1-2,1-18,1-19,1-20,2-3,2-21,2-22,3-4,3-5,3-23,4-24,4-25,4-26,5-6,5-10,6-7,6-27,7-8,7-15,8-9,8-28,9-10,9-12,10-11,11-29,12-13,12-14,15-16,15-17","-0.094100,-0.078400,-0.008400,-0.094100,-0.120300,-0.010000,-0.227200,0.022000,-0.290200,0.265100,-0.477098,0.328200,-0.206500,-0.206500,0.323200,-0.199500,-0.199500,0.037033,0.037033,0.037033,0.050700,0.050700,0.058700,0.045033,0.045033,0.045033,0.184000,0.207000,0.476000"
COc1ccc(cc1)C(=O)OC,-5.33,-6.462,"c3,os,ca,ca,ca,ca,ca,ca,c,o,os,c3,h1,h1,h1,ha,ha,ha,ha,h1,h1,h1","1-2,1-13,1-14,1-15,2-3,3-4,3-8,4-5,4-16,5-6,5-17,6-7,6-9,7-8,7-18,8-19,9-10,9-11,11-12,12-20,12-21,12-22","0.111700,-0.321900,0.159100,-0.200500,-0.036500,-0.173600,-0.036500,-0.200500,0.650700,-0.548000,-0.442900,0.128700,0.048033,0.048033,0.048033,0.150000,0.157500,0.157500,0.150000,0.050367,0.050367,0.050367"
CCC(=O)Nc1ccc(c(c1)Cl)Cl,-7.78,-9.409,"c3,c3,c,o,ns,ca,ca,ca,ca,ca,ca,cl,cl,hc,hc,hc,hc,hc,hn,ha,ha,ha","1-2,1-14,1-15,1-16,2-3,2-17,2-18,3-4,3-5,5-6,5-19,6-7,6-11,7-8,7-20,8-9,8-21,9-10,9-13,10-11,10-12,11-22","-0.093100,-0.147400,0.666100,-0.594100,-0.487100,0.075600,-0.159000,-0.093000,-0.003600,0.039400,-0.156000,-0.064400,-0.063400,0.047700,0.047700,0.047700,0.072700,0.072700,0.329500,0.147000,0.155000,0.160000"
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,-10.21,-12.199,"c3,c3,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,os,c3,c,o,oh,hc,hc,hc,hc,ha,ha,ha,ha,ha,ha,h1,h1,h1,ho","1-2,1-18,1-19,1-20,2-3,2-15,2-21,3-4,3-12,4-5,4-22,5-6,5-23,6-7,6-11,7-8,7-24,8-9,8-13,9-10,9-25,10-11,10-26,11-12,12-27,13-14,14-28,14-29,14-30,15-16,15-17,17-31","-0.090100,-0.052400,-0.103300,-0.106000,-0.125000,0.001000,-0.161000,0.127100,-0.185000,-0.081000,-0.069000,-0.087000,-0.326900,0.113700,0.637099,-0.547000,-0.610100,0.050367,0.050367,0.050367,0.086700,0.135000,0.138000,0.152000,0.139000,0.136000,0.149000,0.044700,0.044700,0.044700,0.444000"
C1(C(C(C1(F)F)(F)F)(F)F)(F)F,3.43,3.077,"cy,cy,cy,cy,f,f,f,f,f,f,f,f","1-2,1-4,1-11,1-12,2-3,2-9,2-10,3-4,3-7,3-8,4-5,4-6","0.346600,0.346600,0.346600,0.346600,-0.173300,-0.173300,-0.173300,-0.173300,-0.173300,-0.173300,-0.173300,-0.173300"
CC(C)CCOC(=O)C,-2.21,-3.067,"c3,c3,c3,c3,c3,os,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-4,2-13,3-14,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,7-8,7-9,9-21,9-22,9-23","-0.088600,-0.075700,-0.088600,-0.100400,0.133400,-0.444900,0.635102,-0.548000,-0.151100,0.033033,0.033033,0.033033,0.066700,0.033033,0.033033,0.033033,0.053200,0.053200,0.065200,0.065200,0.075700,0.075700,0.075700"
CCCCCCCl,0.0,1.261,"c3,c3,c3,c3,c3,c3,cl,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,4-16,5-6,5-17,5-18,6-7,6-19,6-20","-0.093100,-0.080400,-0.079400,-0.083400,-0.088400,0.039000,-0.203401,0.033367,0.033367,0.033367,0.037700,0.037700,0.039700,0.039700,0.049700,0.049700,0.053700,0.053700,0.063700,0.063700"
CC(C)CC(=O)C,-3.05,-3.116,"c3,c3,c3,c3,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-4,2-11,3-12,3-13,3-14,4-5,4-15,4-16,5-6,5-7,7-17,7-18,7-19","-0.091600,-0.064700,-0.091600,-0.180400,0.567101,-0.532100,-0.205100,0.035200,0.035200,0.035200,0.070700,0.035200,0.035200,0.035200,0.063700,0.063700,0.063033,0.063033,0.063033"
CCCCCC=O,-2.81,-2.86,"c3,c3,c3,c3,c3,c,o,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h4","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,4-16,5-6,5-17,5-18,6-7,6-19","-0.093100,-0.080400,-0.080400,-0.075400,-0.203400,0.564899,-0.530100,0.033367,0.033367,0.033367,0.041700,0.041700,0.041200,0.041200,0.045200,0.045200,0.074200,0.074200,-0.006800"
c1cc(cc(c1)Cl)N,-5.82,-5.138,"ca,ca,ca,ca,ca,ca,cl,nv,ha,ha,ha,ha,hn,hn","1-2,1-6,1-9,2-3,2-10,3-4,3-8,4-5,4-11,5-6,5-7,6-12,8-13,8-14","-0.084000,-0.193000,0.151600,-0.192000,0.057400,-0.169000,-0.100400,-0.821200,0.135000,0.135000,0.146000,0.147000,0.393800,0.393800"
C1COCCN1,-7.17,-6.116,"c6,c6,os,c6,c6,n7,h1,h1,h1,h1,h1,h1,h1,h1,hn","1-2,1-6,1-7,1-8,2-3,2-9,2-10,3-4,4-5,4-11,4-12,5-6,5-13,5-14,6-15","0.114800,0.089400,-0.412600,0.089400,0.114800,-0.793200,0.062700,0.062700,0.049700,0.049700,0.049700,0.049700,0.062700,0.062700,0.347800"
CCOC(C)OCC,-3.28,-1.795,"c3,c3,os,c3,c3,os,c3,c3,hc,hc,hc,h1,h1,h2,hc,hc,hc,h1,h1,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,4-5,4-6,4-14,5-15,5-16,5-17,6-7,7-8,7-18,7-19,8-20,8-21,8-22","-0.114100,0.131400,-0.441599,0.336900,-0.148100,-0.441599,0.131400,-0.114100,0.042533,0.042533,0.042533,0.039450,0.039450,0.090700,0.052033,0.052033,0.052033,0.039450,0.039450,0.042533,0.042533,0.042533"
CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.51,-2.303,"c3,c3,c3,c3,nh,c3,c3,ca,ca,ca,ca,ca,ca,no,o,o,c3,f,f,f,no,o,o,hc,hc,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,ha,ha","1-2,1-24,1-25,1-26,2-3,2-27,2-28,3-4,3-29,3-30,4-5,4-31,4-32,5-6,5-8,6-7,6-33,6-34,7-35,7-36,7-37,8-9,8-13,9-10,9-21,10-11,10-38,11-12,11-17,12-13,12-39,13-14,14-15,14-16,17-18,17-19,17-20,21-22,21-23","-0.093100,-0.086400,-0.080400,0.193800,-0.693000,0.198800,-0.124100,0.295600,-0.205700,0.005500,-0.198300,0.005500,-0.205700,0.320200,-0.185750,-0.185750,0.698200,-0.225967,-0.225967,-0.225967,0.320200,-0.185750,-0.185750,0.032367,0.032367,0.032367,0.052200,0.052200,0.049700,0.049700,0.053700,0.053700,0.068700,0.068700,0.049700,0.049700,0.049700,0.187500,0.187500"
CS,-1.2,-0.273,"c3,sh,h1,h1,h1,hs","1-2,1-3,1-4,1-5,2-6","-0.024000,-0.362900,0.063700,0.063700,0.063700,0.195800"
C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-4.23,-9.785,"c3,c5,c5,c3,os,s4,o,os,c5,c2,c2,c5,c5,cl,cl,cl,cl,cl,cl,h1,h1,hc,hc,h1,h1","1-2,1-8,1-20,1-21,2-3,2-12,2-22,3-4,3-9,3-23,4-5,4-24,4-25,5-6,6-7,6-8,9-10,9-13,9-19,10-11,10-18,11-12,11-17,12-13,12-16,13-14,13-15","0.160400,-0.087700,-0.087700,0.160400,-0.405600,0.846800,-0.535200,-0.405600,0.087600,-0.045800,-0.045800,0.087600,0.151800,-0.090900,-0.090900,-0.070400,-0.007400,-0.007400,-0.070400,0.076200,0.076200,0.075700,0.075700,0.076200,0.076200"
CC(=O)c1ccc(cc1)OC,-4.4,-6.575,"c3,c,o,ca,ca,ca,ca,ca,ca,os,c3,hc,hc,hc,ha,ha,ha,ha,h1,h1,h1","1-2,1-12,1-13,1-14,2-3,2-4,4-5,4-9,5-6,5-15,6-7,6-16,7-8,7-10,8-9,8-17,9-18,10-11,11-19,11-20,11-21","-0.198100,0.581698,-0.542100,-0.213600,-0.048000,-0.198000,0.154100,-0.198000,-0.048000,-0.322900,0.111700,0.063367,0.063367,0.063367,0.147000,0.147500,0.147500,0.147000,0.047367,0.047367,0.047367"
C=CCO,-5.03,-3.286,"c2,c2,c3,oh,ha,ha,ha,h1,h1,ho","1-2,1-5,1-6,2-3,2-7,3-4,3-8,3-9,4-10","-0.210000,-0.212200,0.155600,-0.598800,0.114000,0.114000,0.133000,0.052700,0.052700,0.399000"
CCSC,-1.5,0.386,"c3,c3,ss,c3,hc,hc,hc,h1,h1,h1,h1,h1","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,4-10,4-11,4-12","-0.093100,-0.015300,-0.298200,-0.041000,0.041033,0.041033,0.041033,0.070200,0.070200,0.061367,0.061367,0.061367"
CCCCCOC(=O)C,-2.51,-2.565,"c3,c3,c3,c3,c3,os,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,7-8,7-9,9-21,9-22,9-23","-0.093100,-0.079400,-0.084400,-0.103400,0.132400,-0.445900,0.635099,-0.547000,-0.151100,0.031367,0.031367,0.031367,0.041200,0.041200,0.048700,0.048700,0.052700,0.052700,0.065200,0.065200,0.075700,0.075700,0.075700"
c1c(cc(c(c1Cl)Cl)Cl)Cl,-1.62,0.136,"ca,ca,ca,ca,ca,ca,cl,cl,cl,cl,ha,ha","1-2,1-6,1-11,2-3,2-10,3-4,3-12,4-5,4-9,5-6,5-8,6-7","-0.116000,0.029400,-0.116000,0.030400,0.014400,0.030400,-0.052400,-0.037400,-0.052400,-0.068400,0.169000,0.169000"
CC(=O)c1ccccc1,-4.58,-5.078,"c3,c,o,ca,ca,ca,ca,ca,ca,hc,hc,hc,ha,ha,ha,ha,ha","1-2,1-10,1-11,1-12,2-3,2-4,4-5,4-9,5-6,5-13,6-7,6-14,7-8,7-15,8-9,8-16,9-17","-0.198100,0.576700,-0.537100,-0.177600,-0.082000,-0.145500,-0.101000,-0.145500,-0.082000,0.064700,0.064700,0.064700,0.145000,0.136500,0.135000,0.136500,0.145000"
CCCl,-0.63,0.775,"c3,c3,cl,hc,hc,hc,h1,h1","1-2,1-4,1-5,1-6,2-3,2-7,2-8","-0.107100,0.039000,-0.203400,0.048700,0.048700,0.048700,0.062700,0.062700"
